PropertyUrl,ID,Street,HouseNumber,Box,Floor,City,PostalCode,Region,District,Province,PropertyType,PropertySubType,Price,SaleType,ConstructionYear,BedroomCount,LivingArea,KitchenType,Furnished,Fireplace,Terrace,TerraceArea,Garden,GardenArea,Facades,SwimmingPool,Condition,EPCScore,Latitude,Longitude
,11156811,Rue Jean Volders,260,,,Oupeye,4683,WALLONIE,Liège,Liège,HOUSE,HOUSE,210000,residential_sale,1970,3,78,NOT_INSTALLED,False,False,True,12,True,399,3,False,TO_RENOVATE,G,50.7028377,5.6386937
,11146581,Rue des Ecoles,47,,,Berloz,4257,WALLONIE,Waremme,Liège,HOUSE,HOUSE,174000,residential_sale,1930,2,140,NOT_INSTALLED,False,False,True,5,True,787,4,False,TO_RENOVATE,F,50.7022562,5.2172585
,11156621,Achterstraat,228,,,Deinze,9800,FLANDERS,Gent,East Flanders,HOUSE,VILLA,695000,residential_sale,1980,3,385,USA_HYPER_EQUIPPED,False,False,True,124,True,1811,4,True,GOOD,E,50.9856681,3.5649778
,11146621,Rue de la Boverie,535,,,Seraing,4100,WALLONIE,Liège,Liège,HOUSE,HOUSE,189000,residential_sale,1918,2,110,INSTALLED,False,False,True,46,True,260,2,False,GOOD,D,50.5951096,5.5045422
,11150049,Rue Horace - Horatiusstraat,10,,,Anderlecht,1070,BRUSSELS,Brussels,Brussels,HOUSE,HOUSE,415000,residential_sale,1926,3,107,USA_HYPER_EQUIPPED,,True,True,70,True,250,3,False,JUST_RENOVATED,D,50.8443371,4.2896647
,11147395,Leopoldstraat,63, 5V,,ANTWERPEN,2000,FLANDERS,Antwerp,Antwerp,HOUSE,MIXED_USE_BUILDING,167000,residential_sale,1967,1,38,SEMI_EQUIPPED,,False,True,3,,100,2,,JUST_RENOVATED,C,51.2133243,4.4074277
,11156650,Rue de Waremme,21,,,Berloz,4257,WALLONIE,Waremme,Liège,HOUSE,BUNGALOW,380000,residential_sale,1969,4,160,,False,False,True,,True,2430,4,False,GOOD,F,50.6946022,5.2176614
,11151131,ANJELIERENLAAN,10,,,Steenokkerzeel,1820,FLANDERS,Halle-Vilvoorde,Flemish Brabant,HOUSE,HOUSE,475000,residential_sale,1989,3,161,INSTALLED,,True,True,,True,721,4,,GOOD,C,50.9227337,4.5015582
,11155545,Maalse Steenweg,482,,,Sint-Kruis,8310,FLANDERS,Brugge,West Flanders,HOUSE,VILLA,995000,residential_sale,1978,5,367,HYPER_EQUIPPED,,False,,,True,1455,4,,GOOD,B,51.2074689,3.2836426
,11154117,Avenue du Directoire,73,,,Uccle,1180,BRUSSELS,Brussels,Brussels,HOUSE,HOUSE,670000,residential_sale,1979,4,275,INSTALLED,,False,True,18,True,284,2,False,TO_BE_DONE_UP,D,50.7865832,4.3617109
,11155234,Rue du roi,1,,,Rixensart,1330,WALLONIE,Nivelles,Walloon Brabant,HOUSE,HOUSE,360000,residential_sale,1860,3,225,SEMI_EQUIPPED,False,False,True,12,True,479,3,False,TO_BE_DONE_UP,D,50.7051261,4.5073804
,11156812,Avenue de l'Agriculture,117,,,Liège,4030,WALLONIE,Liège,Liège,HOUSE,HOUSE,234000,residential_sale,1961,2,130,SEMI_EQUIPPED,False,False,True,38,True,236,3,False,GOOD,D,50.6296431,5.6101569
,11156524,Nijverheidsstraat,95,,,Erpe-Mere,9420,FLANDERS,Aalst,East Flanders,HOUSE,HOUSE,395000,residential_sale,2007,4,217,HYPER_EQUIPPED,,False,True,,,238,2,False,AS_NEW,B,50.919114,3.9646584
,11156837,Rue Emile Vandervelde,361,,,Beyne-Heusay Bellaire,4610,WALLONIE,Liège,Liège,HOUSE,HOUSE,289900,residential_sale,1933,3,140,INSTALLED,False,False,True,22,True,185,4,False,GOOD,G,50.6426168,5.6669736
,11150716,Vergoeienveld,3,,,Overijse,3090,FLANDERS,Halle-Vilvoorde,Flemish Brabant,HOUSE,VILLA,849000,residential_sale,1990,4,334,USA_INSTALLED,,True,True,35,True,875,4,False,AS_NEW,C,50.7637055,4.5363566
,11156775,Place de l'Eglise,3,,,Sainte-Ode,6680,WALLONIE,Bastogne,Luxembourg,HOUSE,MIXED_USE_BUILDING,579000,residential_sale,1900,9,884,HYPER_EQUIPPED,False,False,True,,True,5200,3,False,GOOD,G,50.0531252,5.5107372
,11141759,Rue michel botte,76,,,Braine-l'Alleud,1420,WALLONIE,Nivelles,Walloon Brabant,HOUSE,HOUSE,349000,residential_sale,1900,3,135,USA_INSTALLED,False,False,True,,True,216,2,False,JUST_RENOVATED,C,50.6684911,4.3514306
,11151111,Franz Merjaystraat,206,,,Uccle,1180,BRUSSELS,Brussels,Brussels,HOUSE,MANSION,1000000,residential_sale,1927,6,325,INSTALLED,False,False,True,50,True,155,2,False,TO_BE_DONE_UP,E,50.8141822,4.3517147
,11140830,Achilles Musschestraat,47,,,Gent,9000,FLANDERS,Gent,East Flanders,HOUSE,VILLA,735000,residential_sale,1933,4,272,INSTALLED,False,False,True,,,430,3,False,TO_BE_DONE_UP,D,51.0328091,3.7193036
,11141224,Rue sur les Thiers,113,R2,,Herstal,4040,WALLONIE,Liège,Liège,HOUSE,HOUSE,299000,residential_sale,1931,4,145,USA_INSTALLED,False,False,True,66,True,275,2,True,AS_NEW,A,50.6694204,5.6122958
,11147509,Rue des Trois Soeurs,27, A,,Amay,4540,WALLONIE,Huy,Liège,HOUSE,HOUSE,375000,residential_sale,1994,3,215,INSTALLED,,True,True,30,True,2634,4,,GOOD,F,50.5587718,5.3096595
,11120444,Impasse des Oiseaux,28,,,Charleroi,6020,WALLONIE,Charleroi,Hainaut,HOUSE,HOUSE,99000,residential_sale,1875,3,123,SEMI_EQUIPPED,False,False,True,15,,238,3,False,TO_RENOVATE,E,50.4189679,4.4323831
,11144033,Brugsesteenweg,252,,,Gent,9000,FLANDERS,Gent,East Flanders,HOUSE,HOUSE,289000,residential_sale,1932,3,154,USA_SEMI_EQUIPPED,False,False,,,True,55,2,False,TO_BE_DONE_UP,D,51.0664781,3.6886469
,11144455,Rue Collée,7,,,Angleur,4031,WALLONIE,Liège,Liège,HOUSE,HOUSE,139000,residential_sale,1918,3,89,NOT_INSTALLED,,True,True,11,,63,2,False,GOOD,C,50.6108414,5.6014507
,11143726,Louise-Mariestraat,32,,,Maarkedal,9680,FLANDERS,Oudenaarde,East Flanders,HOUSE,VILLA,575000,residential_sale,1999,4,238,INSTALLED,False,False,True,40,True,1588,4,False,GOOD,D,50.7704121,3.6464851
,11143713,Rue Lombièry,7,,,Burdinne,4210,WALLONIE,Huy,Liège,HOUSE,COUNTRY_COTTAGE,450000,residential_sale,1900,3,175,INSTALLED,False,False,True,32,True,1901,4,False,AS_NEW,D,50.5803945,5.0730423
,11143936,Korte Dolagestraat,40,,,WIJGMAAL,3018,FLANDERS,Leuven,Flemish Brabant,HOUSE,HOUSE,438000,residential_sale,1970,4,169,INSTALLED,,False,True,,True,180,3,,GOOD,E,50.9260178,4.6979659
,11143714,Rue Fond de Vaux,3,,,Villers-le-Bouillet,4530,WALLONIE,Huy,Liège,HOUSE,COUNTRY_COTTAGE,180000,residential_sale,1850,3,175,SEMI_EQUIPPED,False,False,,,,1200,4,False,TO_RENOVATE,F,50.6101159,5.2197889
,11153143,Avenue Xavier Henrard,35,,,Woluwe-Saint-Pierre,1150,BRUSSELS,Brussels,Brussels,HOUSE,HOUSE,1895000,residential_sale,1950,6,290,HYPER_EQUIPPED,False,False,True,,True,700,4,True,GOOD,E,50.8275519,4.4212435
,11154648,Generaal van Merlenstraat,19,,,Antwerp,2600,FLANDERS,Antwerp,Antwerp,HOUSE,HOUSE,770000,residential_sale,1926,5,384,USA_INSTALLED,,False,True,20,,118,2,,TO_BE_DONE_UP,C,51.2028058,4.4309811
,11155302,Rijksweg,186,,,Wielsbeke,8710,FLANDERS,Tielt,West Flanders,HOUSE,VILLA,420000,residential_sale,1997,3,200,SEMI_EQUIPPED,,True,True,,,950,4,,GOOD,C,50.9101878,3.3823837
,11154876,Heembeekstraat,23,,,Vilvoorde,1800,FLANDERS,Halle-Vilvoorde,Flemish Brabant,HOUSE,HOUSE,590000,residential_sale,1971,4,260,USA_HYPER_EQUIPPED,False,False,True,30,True,370,3,,GOOD,C,50.9016958,4.3694477
,11154869,Rue du Dolberg,1,,,MESSANCY,6780,WALLONIE,Arlon,Luxembourg,HOUSE,HOUSE,200000,residential_sale,1850,2,94,SEMI_EQUIPPED,,False,True,15,,386,3,,TO_BE_DONE_UP,F,49.5921897,5.8207357
,10994408,Rue De Flandre - Vlaamsesteenweg,27,,,Bruxelles,1000,BRUSSELS,Brussels,Brussels,HOUSE,MIXED_USE_BUILDING,497000,residential_sale,1890,3,134,USA_INSTALLED,,False,,,,43,2,False,AS_NEW,F,50.8512405,4.346897
,11146418,Rue du Cortil,7,,,Braives,4260,WALLONIE,Waremme,Liège,HOUSE,EXCEPTIONAL_PROPERTY,780000,residential_sale,2014,6,360,HYPER_EQUIPPED,False,False,True,,True,2686,4,True,AS_NEW,B,50.617223,5.1601283
,11155459,Rue de Stalle,178,,,Uccle,1180,BRUSSELS,Brussels,Brussels,HOUSE,MIXED_USE_BUILDING,1000000,residential_sale,1952,4,470,USA_HYPER_EQUIPPED,False,False,,,,504,2,False,AS_NEW,E,50.7960701,4.3266107
,11154831,Située à proximité du Bois de Hal à BLA,.,,,Braine-le-Chateau,1440,WALLONIE,Nivelles,Walloon Brabant,HOUSE,VILLA,945000,residential_sale,1969,5,240,HYPER_EQUIPPED,False,True,True,,,6863,4,True,GOOD,E,50.6966021,4.3199053
,11154758,A proximité du Bois de Hal,.,,,Braine-l'Alleud,1420,WALLONIE,Nivelles,Walloon Brabant,HOUSE,VILLA,945000,residential_sale,1969,5,240,HYPER_EQUIPPED,False,True,True,100,,6863,4,True,GOOD,E,50.6966021,4.3199053
,11147947,Chaussée de Waterloo,417,,,Ixelles,1050,BRUSSELS,Brussels,Brussels,HOUSE,EXCEPTIONAL_PROPERTY,999000,residential_sale,1830,3,434,USA_INSTALLED,False,False,True,15,True,190,2,False,GOOD,G,50.8215527,4.3560377
,11154838,Située à proximité du Bois de Hal à BLA,.,,,Waterloo,1410,WALLONIE,Nivelles,Walloon Brabant,HOUSE,VILLA,945000,residential_sale,1969,5,240,HYPER_EQUIPPED,False,True,True,,,6863,4,True,GOOD,E,50.7121952,4.2694723
,11153346,Voetbalstraat,105,,,Gentbrugge,9050,FLANDERS,Gent,East Flanders,HOUSE,HOUSE,530000,residential_sale,1998,3,161,USA_HYPER_EQUIPPED,False,False,True,35,True,500,4,False,GOOD,A,51.0311445,3.7699417
,11146658,Chaussée de Waterloo,417,,,Ixelles,1050,BRUSSELS,Brussels,Brussels,HOUSE,MIXED_USE_BUILDING,999000,residential_sale,1830,3,434,USA_INSTALLED,False,False,True,15,True,190,2,False,GOOD,G,50.8215527,4.3560377
,11147360,Chaussée de Bruxelles,18,,,Wemmel,1780,FLANDERS,Halle-Vilvoorde,Flemish Brabant,HOUSE,APARTMENT_BLOCK,725000,residential_sale,1980,3,190,INSTALLED,False,False,True,5,,200,2,False,GOOD,B,50.9072031,4.3068515
,11146239,Rue des Deux Ponts,10,,,Ixelles,1050,BRUSSELS,Brussels,Brussels,HOUSE,HOUSE,395000,residential_sale,1910,3,100,HYPER_EQUIPPED,False,False,,,,48,2,False,GOOD,D,50.8321838,4.3780254
,11148058,Zwaanhoek,"7, A",,,Oudenburg,8460,FLANDERS,Oostend,West Flanders,HOUSE,HOUSE,633000,residential_sale,2005,4,254,INSTALLED,,True,True,,,448,4,,GOOD,C,51.189377,2.99764
,11135545,Steenweg Op Aalst,127,,,Zottegem,9620,FLANDERS,Aalst,East Flanders,HOUSE,VILLA,645000,residential_sale,1976,4,272,INSTALLED,False,False,True,26,True,2627,4,,GOOD,E,50.8978177,3.8333949
,11115195,Rue de Huy,8,,,Hannut,4280,WALLONIE,Waremme,Liège,HOUSE,MANSION,550000,residential_sale,1919,5,433,,False,False,True,,True,1413,2,False,GOOD,C,50.6674889,5.0861767
,11115192,Rue de Huy,8,,,Hannut,4280,WALLONIE,Waremme,Liège,HOUSE,MANSION,400000,residential_sale,1919,4,343,,False,False,True,,True,1413,2,False,GOOD,C,50.6674889,5.0861767
,11146779,Rue de la Violette,8,,,Graide,5555,WALLONIE,Dinant,Namur,HOUSE,HOUSE,159000,residential_sale,1970,3,143,NOT_INSTALLED,,True,,,,120,3,,GOOD,C,49.9504826,5.0644021
,11135548,Rotterij,282,,,Ronse,9600,FLANDERS,Oudenaarde,East Flanders,HOUSE,VILLA,259000,residential_sale,1959,3,165,SEMI_EQUIPPED,False,False,True,30,True,674,3,False,TO_RENOVATE,E,50.7419271,3.633878
,11156424,du Village,29,,,Welkenraedt Henri-Chapelle,4841,WALLONIE,Verviers,Liège,HOUSE,HOUSE,890000,residential_sale,1856,5,547,INSTALLED,,False,True,,,1685,4,False,TO_BE_DONE_UP,C,50.669138,5.9271962
,11149725,Edouard Lacomblélaan,24,,,Woluwe-Saint-Pierre,1150,BRUSSELS,Brussels,Brussels,HOUSE,APARTMENT_BLOCK,1399000,residential_sale,1956,8,550,INSTALLED,False,False,True,28,True,469,3,False,GOOD,F,50.8318278,4.4095438
,11149707,Edouard Lacomblélaan,24,,,Etterbeek,1040,BRUSSELS,Brussels,Brussels,HOUSE,APARTMENT_BLOCK,1399000,residential_sale,1956,8,550,INSTALLED,False,False,True,28,True,469,3,False,GOOD,F,50.8318278,4.4095438
,11149134,Avenue Nouvelle,33,,,Etterbeek,1040,BRUSSELS,Brussels,Brussels,HOUSE,APARTMENT_BLOCK,1190000,residential_sale,1909,5,400,INSTALLED,False,False,True,10,True,210,2,False,TO_BE_DONE_UP,G,50.8293698,4.3813154
,11139442,Rue des Roses,1,,,SELANGE,6781,WALLONIE,Arlon,Luxembourg,HOUSE,HOUSE,420000,residential_sale,1966,5,200,INSTALLED,,False,True,29,,1019,4,False,GOOD,G,49.6081571,5.8503305
,11149726,Franz Merjaystraat,206,,,Uccle,1180,BRUSSELS,Brussels,Brussels,HOUSE,APARTMENT_BLOCK,1000000,residential_sale,1927,6,325,INSTALLED,False,False,True,50,True,155,2,False,TO_BE_DONE_UP,E,50.8141822,4.3517147
,11149131,Avenue Van Volxem,397,,,Forest,1190,BRUSSELS,Brussels,Brussels,HOUSE,MIXED_USE_BUILDING,690000,residential_sale,1904,4,700,USA_HYPER_EQUIPPED,False,False,True,90,,271,2,False,TO_RENOVATE,G,50.8261334,4.3270263
,11144467,Rue des Grands Prés,262,,,CHÊNÉE,4032,WALLONIE,Liège,Liège,HOUSE,HOUSE,85000,residential_sale,1960,3,140,NOT_INSTALLED,,False,True,13,True,149,,False,TO_RENOVATE,C,50.6049244,5.6235864
,11154075,Place La Vaux,6,,,Xhoris,4190,WALLONIE,Huy,Liège,HOUSE,HOUSE,238000,residential_sale,1875,3,161,SEMI_EQUIPPED,False,False,True,,,237,3,False,TO_BE_DONE_UP,D,50.4441209,5.6020715
,11149928,Brandstraat,75,,,Sint-Martens-Latem,9830,FLANDERS,Gent,East Flanders,HOUSE,HOUSE,595000,residential_sale,1961,2,124,USA_HYPER_EQUIPPED,False,False,,,True,386,3,False,JUST_RENOVATED,B,51.0056338,3.6236227
,11140491,Ter Tommenstraat,3,,,Edegem,2650,FLANDERS,Antwerp,Antwerp,HOUSE,HOUSE,1545000,residential_sale,1970,4,360,HYPER_EQUIPPED,,True,,,True,703,4,,JUST_RENOVATED,B,51.1639134,4.426546
,11154508,Quartier St-John's,.,,,Waterloo,1410,WALLONIE,Nivelles,Walloon Brabant,HOUSE,VILLA,1750000,residential_sale,2008,4,575,HYPER_EQUIPPED,False,True,True,38,True,2495,4,,AS_NEW,B,50.7047021,4.4150871
,11140957,Kanakkendries,29A,,,Brakel,9660,FLANDERS,Oudenaarde,East Flanders,HOUSE,HOUSE,349000,residential_sale,1986,3,135,INSTALLED,False,False,True,,True,1198,4,True,GOOD,C,50.8050313,3.7181691
,11142084,Montebellostraat,2, 207,,ANTWERPEN,2018,FLANDERS,Antwerp,Antwerp,HOUSE,MIXED_USE_BUILDING,187000,residential_sale,1970,1,42,INSTALLED,,False,True,7,,869,2,,AS_NEW,B,51.2081873,4.4082537
,11140956,Stationsstraat,40,,,Ronse,9600,FLANDERS,Oudenaarde,East Flanders,HOUSE,MIXED_USE_BUILDING,265000,residential_sale,1930,2,234,HYPER_EQUIPPED,False,False,True,27,,133,2,False,AS_NEW,C,50.7431167,3.601514
,11133752,Bloemestraat,46,E,,Maldegem,9990,FLANDERS,Eeklo,East Flanders,HOUSE,VILLA,624000,residential_sale,1996,2,310,USA_HYPER_EQUIPPED,False,False,True,,,4153,4,False,GOOD,C,51.2138877,3.4544269
,11140920,Zonder-Naamstraat,28 - 30,,,Gent,9000,FLANDERS,Gent,East Flanders,HOUSE,HOUSE,550000,residential_sale,1850,7,340,USA_HYPER_EQUIPPED,False,False,True,21,,151,2,False,GOOD,B,51.0575744,3.7353456
,11140919,Klakvijverstraat,86,,,Geraardsbergen Grimminge,9506,FLANDERS,Aalst,East Flanders,HOUSE,VILLA,699000,residential_sale,1958,5,256,INSTALLED,False,False,True,45,True,3828,4,False,AS_NEW,E,50.7917936,3.9343295
,11134745,Hanenbosweg,59,,,Beersel,1653,FLANDERS,Halle-Vilvoorde,Flemish Brabant,HOUSE,TOWN_HOUSE,499000,residential_sale,1979,3,160,HYPER_EQUIPPED,False,False,True,25,True,1382,2,False,GOOD,F,50.736537,4.2881229
,11140536,André Waucquezlaan,35,,,Dilbeek,1700,FLANDERS,Halle-Vilvoorde,Flemish Brabant,HOUSE,VILLA,449000,residential_sale,1962,4,130,NOT_INSTALLED,False,False,True,15,True,433,4,False,TO_RENOVATE,F,50.8482104,4.2803659
,11142295,Rue théodore bekaert,25,,,Anderlecht,1070,BRUSSELS,Brussels,Brussels,HOUSE,HOUSE,389000,residential_sale,1940,6,235,SEMI_EQUIPPED,False,False,,,True,80,2,False,TO_RENOVATE,G,50.8297509,4.3057016
,11134252,Molendal,13,,,Dilbeek,1700,FLANDERS,Halle-Vilvoorde,Flemish Brabant,HOUSE,VILLA,469000,residential_sale,1971,2,198,HYPER_EQUIPPED,,False,True,6,True,571,4,False,JUST_RENOVATED,D,50.8437415,4.2522284
,11134170,Rue Joseph Wettinck,54,,,Seraing,4101,WALLONIE,Liège,Liège,HOUSE,MIXED_USE_BUILDING,209900,residential_sale,1850,3,200,NOT_INSTALLED,False,False,,,,510,2,False,JUST_RENOVATED,G,50.6151437,5.5014799
,11134158,Rue de Tongres,99,,,Oupeye,4684,WALLONIE,Liège,Liège,HOUSE,BUNGALOW,199000,residential_sale,1990,2,81,INSTALLED,True,False,True,19,True,333,3,False,TO_BE_DONE_UP,G,50.7399799,5.6666422
,11156901,Rue Octave Lotin,81,,,Chastre,1450,WALLONIE,Nivelles,Walloon Brabant,HOUSE,HOUSE,450000,residential_sale,1954,4,219,USA_SEMI_EQUIPPED,False,False,True,100,True,1330,3,False,GOOD,B,50.5804201,4.641935
,11134157,Millerweg,26,,,Tongeren,3700,FLANDERS,Tongeren,Limburg,HOUSE,HOUSE,169000,residential_sale,1930,4,165,INSTALLED,False,False,True,19,True,442,3,False,GOOD,F,50.7664209,5.5333642
,10825023,Rue de la Petite-Cornée,18,,,Bertrix,6880,WALLONIE,Neufchâteau,Luxembourg,HOUSE,HOUSE,229900,residential_sale,1850,5,181,INSTALLED,False,False,,,True,222,3,False,GOOD,D,49.8616344,5.2523001
,11151756,Située à Soignies,.,,,Braine-le-Comte,7090,WALLONIE,Soignies,Hainaut,HOUSE,VILLA,695000,residential_sale,1768,8,890,HYPER_EQUIPPED,False,True,True,,True,3143,4,,GOOD,C,50.576408,4.0708753
,11156771,Avenue des Combattants,168,,,Genappe Bousval,1470,WALLONIE,Nivelles,Walloon Brabant,HOUSE,HOUSE,395000,residential_sale,2014,4,194,,False,False,True,46,True,306,3,False,AS_NEW,B,50.6182024,4.5156891
,11151904,Sint-Rochusstraat,221 - GLV,,,DEURNE,2100,FLANDERS,Antwerp,Antwerp,HOUSE,MIXED_USE_BUILDING,800000,residential_sale,1935,3,223,INSTALLED,,False,,,True,722,2,,JUST_RENOVATED,B,51.2041606,4.4639305
,11144209,Place alphonse favresse,47,,,La Hulpe,1310,WALLONIE,Nivelles,Walloon Brabant,HOUSE,HOUSE,645000,residential_sale,1920,5,343,SEMI_EQUIPPED,,False,True,,,321,2,False,GOOD,E,50.7377106,4.4958504
,11149361,Rue Hainchamps,72,,,Seraing,4100,WALLONIE,Liège,Liège,HOUSE,HOUSE,179000,residential_sale,1918,3,95,INSTALLED,False,False,True,10,True,80,2,False,GOOD,C,50.6010798,5.5079399
,11143776,Avenue des Pagodes,386,,,Laeken,1020,BRUSSELS,Brussels,Brussels,HOUSE,HOUSE,750000,residential_sale,1939,6,360,INSTALLED,False,False,True,20,True,350,2,False,AS_NEW,F,50.8956376,4.361002
,11138017,Plaatsstraat,2,,,Galmaarden,1570,FLANDERS,Halle-Vilvoorde,Flemish Brabant,HOUSE,HOUSE,199000,residential_sale,1950,3,308,HYPER_EQUIPPED,,False,,,,600,4,,TO_RENOVATE,F,50.7416777,4.0052618
,11143821,Rue de Nivelles,61,,,Rixensart,1330,WALLONIE,Nivelles,Walloon Brabant,HOUSE,HOUSE,595000,residential_sale,1973,4,209,USA_SEMI_EQUIPPED,False,False,True,10,,1160,4,False,TO_BE_DONE_UP,F,50.7022329,4.5134398
